"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"59051",27,"thin","mostly vegetarian","rarely","never","graduated from college/university","white",63.92,20000,"entertainment / media",2012-03-31 20:27:00,"oakland, california","doesn't want kids","straight",NA,NA,"m",NA,"no","english","single","i like the dollar store"
"17898",32,"athletic","strictly anything","socially","never","graduated from masters program",NA,70.9,1000000,"other",2012-06-25 19:34:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m","aries but it doesn't matter","no","english (poorly), spanish (okay), swahili (fluently)","single","a set of completely random facts:    * some people think i have an accent, though they can never guess where i'm from.    * my favorite holi"
"19431",26,"fit","mostly vegetarian","rarely",NA,"graduated from masters program","white",73.83,1000000,NA,2012-06-30 10:15:00,"oakland, california","doesn't have kids","straight","likes dogs and likes cats",NA,"m","cancer but it doesn't matter","no","english, spanish (okay), italian (poorly)","single","i find myself diving into things, digging out clues in an attempt to learn a little something.    i love being goofy and having fun, cheezy "
"52077",23,"athletic",NA,"socially","never","graduated from college/university","white",71.9,70000,"other",2012-06-06 22:57:00,"berkeley, california",NA,"straight",NA,"agnosticism","m",NA,"no","english, french","single","i am a tranquil man seeking a woman with vivid imagination.i am an avid reader of many genres, and welcome new variety.i also enjoy to run t"
"674",34,"average",NA,"socially","sometimes","graduated from masters program","white",69.18,NA,"executive / management",2012-06-29 15:41:00,"san bruno, california",NA,"straight","likes dogs and likes cats","agnosticism and very serious about it","m","taurus and it's fun to think about","trying to quit","english (fluently), italian (fluently), spanish (fluently), german (poorly)","single","i have a fire burning inside me that you cannot imagine.    nothing in my life is serious because finding the funny, awkward side of reality"
"38977",37,"athletic","anything","socially","sometimes","graduated from college/university","black, white",66.82,NA,"entertainment / media",2012-06-26 09:12:00,"san francisco, california",NA,"straight",NA,NA,"m","taurus","no","english (fluently)","single",NA
"5273",33,"fit",NA,"socially","never","working on space camp","asian",66.95,150000,"executive / management",2011-09-20 23:12:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism","m",NA,"no","english (fluently), chinese (okay)","single","this is going to sound so cheeze: i'm driven and passionate about living and what i do for a living. i strive for greatness. i strive for eq"
"28761",32,"average","anything","socially","never","graduated from college/university","white",73.14,1000000,"computer / hardware / software",2012-06-26 21:47:00,"san francisco, california","doesn't have kids","straight","likes dogs","atheism but not too serious about it","m","pisces but it doesn't matter","no","english (fluently)","single","i wanted to use a quote from family guy here:    ""peter griffin, quahog's native son, self-described huguenot... don't know what that means."
"30297",38,NA,NA,"rarely","sometimes",NA,"hispanic / latin",66.84,NA,"other",2012-06-01 00:31:00,"oakland, california",NA,"straight","has dogs and likes cats","other and very serious about it","m","aries and it's fun to think about","no","english (fluently), spanish (fluently)","single","i'm kind hearted and goofy. i am a person who enjoys being outside taking walks in the east bay hills. i enjoy the fine things in life. i lo"
"56463",31,"fit",NA,"often",NA,"graduated from college/university","white",72.03,NA,"computer / hardware / software",2012-06-13 00:36:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m","sagittarius but it doesn't matter","no","english (fluently), spanish (okay)","single","borrowing a hook from jay electronica, i'm an astute analyst, reckless hedonist, and a disaffected malcontent. (well.. maybe just the first "
"28562",33,"average",NA,"often","sometimes","graduated from masters program","white",72.03,NA,NA,2012-06-30 14:30:00,"san francisco, california",NA,"straight",NA,"atheism but not too serious about it","m","libra but it doesn't matter","no","english (fluently), spanish (fluently), chinese (poorly), french (poorly), tibetan (poorly)","single","after a lifetime of moving from place to place (latin america, asia and north america) i'm in san francisco to stay.    being active and enj"
"11611",24,"fit","mostly anything","not at all","never","working on college/university","black, white",66.9,NA,"computer / hardware / software",2012-06-27 21:27:00,"hayward, california","doesn't have kids, but might want them","straight","likes dogs and dislikes cats","agnosticism and laughing about it","m","libra but it doesn't matter","no","english (fluently)","available","i think it's time to re-write this.    i spend my days finding my purpose, and my nights wondering if i'm headed in the right direction. i'm"
"3782",27,"fit","anything","rarely","never",NA,"white",69.15,NA,"computer / hardware / software",2012-06-27 22:02:00,"palo alto, california","doesn't have kids","gay",NA,"atheism","m",NA,"no","english (okay), russian (fluently)","single",NA
"56108",41,"fit","mostly anything","often","sometimes","dropped out of college/university","white",69.81,NA,"construction / craftsmanship",2012-06-25 09:00:00,"san francisco, california","has a kid","straight","has dogs and has cats","atheism","m","pisces but it doesn't matter","sometimes","english","single","i'm a blue collar, artist/businessperson... nerd. i'm super easygoing and open minded but opinionated. i like a broad range of things and pe"
"44799",23,"athletic",NA,"not at all","never","graduated from two-year college","black",69.96,NA,"education / academia",2012-06-29 09:54:00,"oakland, california","has a kid","straight",NA,NA,"m","gemini","no","english","single",NA
"9113",25,"fit","anything","socially","never",NA,NA,72.06,NA,NA,2012-06-25 05:04:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"when drinking","english","single","."
"37977",19,"athletic","strictly anything","rarely","never","working on college/university","white",69.8,NA,"student",2012-06-30 20:19:00,"berkeley, california","doesn't have kids, and doesn't want any","straight","likes dogs and likes cats","buddhism and somewhat serious about it","m","virgo and it's fun to think about","no","english (fluently)","single","hello,  it seems like everyone is too selective, just be friendly and say hi?    also a note: that ""personality"" graph is way off, i do enjo"
"12483",20,"average","mostly other","socially",NA,"working on college/university","hispanic / latin, white",66.91,NA,"hospitality / travel",2012-05-28 11:41:00,"san francisco, california","doesn't have kids, but might want them","gay","likes dogs and likes cats",NA,"m","virgo and it's fun to think about","no","english","single","hi guys, zeke here.  i'm just looking to see who's on here. not looking for anything in particular. dates are preferred as i am a relationsh"
"21952",26,"fit","mostly anything","often","sometimes","graduated from college/university","white",69.97,NA,NA,2012-02-06 17:24:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"yes","english","seeing someone","english guy, pretty new to the u.s. got my skateboard my guitar and my girl thats about it"
"27749",48,"athletic","anything","rarely",NA,"graduated from masters program","white",72.19,NA,"banking / financial / real estate",2012-06-26 23:35:00,"san francisco, california","doesn't have kids","straight","likes dogs","agnosticism but not too serious about it","m","leo and it's fun to think about","no","english, spanish (okay)","single","life is what we make of it, always has been, always will be - even the wacky random parts that have us scratching our heads and laughing... "
"14756",35,"fit",NA,"not at all","never","graduated from two-year college","other",68.83,NA,"student",2012-05-06 17:03:00,"san francisco, california",NA,"straight",NA,"hinduism and very serious about it","m","taurus but it doesn't matter","no","english","single","laid-back, low-maintennance guy whom appreciates the ""art"" of conversing. i think these days it has become a lost art :(    i also live in m"
"26324",33,NA,NA,"socially",NA,"graduated from college/university","white",77.18,150000,"sales / marketing / biz dev",2012-05-14 00:13:00,"walnut creek, california",NA,"straight","has dogs and has cats","atheism but not too serious about it","m","virgo but it doesn't matter","when drinking","english (fluently)","single","i am getting older although i still feel like a kid. life is an endless journey and i am enjoying the trip no matter how inconsistent or unp"
"18405",32,"athletic",NA,"socially","sometimes","graduated from med school",NA,71.12,NA,"medicine / health",2011-10-14 15:05:00,"oakland, california",NA,"straight","has dogs",NA,"m","capricorn but it doesn't matter","no","english (okay), spanish (fluently), portuguese (okay), french (poorly)","single","mistery"
"46471",35,"average","anything","socially","never","college/university","white",69.95,NA,"computer / hardware / software",2012-06-29 19:56:00,"oakland, california","doesn't have kids, and doesn't want any","straight","likes cats","agnosticism and somewhat serious about it","m","scorpio but it doesn't matter","no","english (fluently), spanish (poorly), german (poorly)","single","mad scientist seeks self-motivated snuggle bunny.    i'm not great at ""dating""-- it's just been too damn long. i get out a lot, i go places "
"44370",25,"average",NA,"socially","never","graduated from college/university","asian",68.17,NA,"entertainment / media",2012-06-22 18:38:00,"san francisco, california",NA,"straight","dislikes cats","christianity but not too serious about it","m","aquarius and it's fun to think about","no","english (fluently), indonesian (okay), spanish (poorly), japanese (poorly)","single","food. music. traveling. movies. sleeping.    like those too? cool. i don't care."
"44663",25,"athletic","strictly anything","socially","sometimes","working on space camp","middle eastern, white",69.98,30000,"computer / hardware / software",2012-03-26 20:30:00,"lafayette, california",NA,"straight","has dogs and has cats","christianity and laughing about it","m","capricorn and it's fun to think about","when drinking","english (fluently), persian (okay), spanish (okay)","single","i am currently a student who is about to transfer into uc santa cruz. i am currently working part time as in information technology speciali"
"49714",30,"fit","mostly anything","socially","never","graduated from space camp","white",69.92,NA,"political / government",2012-06-30 19:28:00,"oakland, california","doesn't have kids","straight","has cats","agnosticism","m","libra","no","english, c++","single","i eat breakfast for dinner as a result of frequent late nights and early mornings. i am always taking things too quickly, repeating myself, "
"38085",25,"fit",NA,"socially","sometimes","graduated from college/university","white",67.98,NA,"science / tech / engineering",2012-03-14 22:43:00,"mountain view, california",NA,"straight",NA,"atheism and laughing about it","m","aquarius but it doesn't matter","sometimes","english","single","after growing up in new mexico, i decided to expand my geographical horizon. living in sf opened my eyes to the possibilities of the bay are"
"11637",63,"a little extra","strictly anything","socially","never","masters program","white",69.1,NA,"political / government",2012-06-30 06:07:00,"berkeley, california","has kids","straight",NA,"atheism","m",NA,"no","english","single","need to reflect on this a while. stay tuned."
"24377",30,"average","mostly anything","socially","never","working on masters program","white",69.98,NA,"transportation",2012-06-30 14:43:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","catholicism but not too serious about it","m","aries but it doesn't matter","no","english (fluently)","single","hello, my name is tim. i am originally from ga and moved to ca several years ago and sf about a year ago. besides flying around the world wi"
"19895",37,"fit",NA,"rarely",NA,"dropped out of college/university","white",72.81,NA,"clerical / administrative",2012-02-07 20:41:00,"oakland, california","doesn't want kids","bisexual",NA,"other","m","cancer and it's fun to think about","no","english (fluently)","available","i really don't like these one bit but here goes. i am intelligent, honest, sincere, inquisitive, affectionate, loyal, easy-going, adventurou"
"53177",32,"fit","mostly other","socially","never","graduated from college/university","middle eastern",65.98,100000,"medicine / health",2012-06-26 16:38:00,"san mateo, california","doesn't have kids, but wants them","straight",NA,"christianity and somewhat serious about it","m","aries and it's fun to think about","no","english (fluently), arabic (okay)","single","hello everybody my name is nas. i'm a personal trainer and run my own business in san mateo area. i find that the world we live in is very b"
"13617",29,"fit","mostly anything","socially","never","graduated from masters program","white",71.8,150000,"executive / management",2011-11-03 18:02:00,"alameda, california",NA,"straight","likes dogs and likes cats","atheism","m","pisces and it's fun to think about","no","english (fluently)","single","im a rich, tall, and successful guy and i can do anything i put my mind to. i travel, and enjoy life. i get a lot of girls, but now im looki"
"39347",55,"athletic","mostly vegetarian","socially",NA,"graduated from college/university",NA,73.85,NA,"banking / financial / real estate",2012-06-30 15:36:00,"mountain view, california",NA,"straight","likes dogs",NA,"m",NA,"no","english (okay)","single","i am a tall, fit, outdoor-sey type. i like to hike, beach, whatever i can do to be outside. i am a former investment banker, so i can wear a"
"1707",39,"full figured",NA,"socially","never","graduated from high school","hispanic / latin",67.9,NA,"sales / marketing / biz dev",2012-03-08 09:58:00,"san francisco, california","doesn't have kids, but wants them","straight","has dogs and has cats","christianity","m","taurus","no","english","single",NA
"26976",28,"thin","strictly vegetarian","socially",NA,"graduated from college/university","pacific islander, white",68.85,NA,"entertainment / media",2011-11-13 16:40:00,"san francisco, california",NA,"gay",NA,NA,"m","leo","no","english, spanish (poorly)","single","been living in the bay area again for about 4 years, after living in the philippines, la and boston. grew up in san jose.    i'm into cinema"
"19844",24,"athletic","strictly anything","socially","never","graduated from masters program","white",71.14,NA,NA,2012-06-30 04:11:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","christianity","m","aquarius","no","english (fluently), french (okay), portuguese (fluently), italian (okay), spanish (fluently)","single","hi. i'm tristan! i enjoy my life, it's just great and i can't complain. i enjoy sailing, playing the guitar, going out with friends, movies,"
"27250",27,"athletic","mostly anything","socially","sometimes","graduated from college/university","white",72.88,NA,"science / tech / engineering",2012-06-30 13:39:00,"oakland, california","doesn't have kids","straight","likes dogs and has cats",NA,"m","aquarius and it's fun to think about",NA,"english (fluently), spanish (okay)","single","i run up two stairs at a time, talk to strangers in fruit aisles, gesticulate wildly when excited, use my passport religiously, and speak wi"
"51800",20,"athletic","mostly anything","not at all","never","working on college/university","white",76.17,NA,"student",2012-06-30 20:28:00,"oakland, california",NA,"straight","likes dogs and likes cats","catholicism and laughing about it","m","gemini and it's fun to think about","no","english (fluently)","single","im a fun person to be around and i love to have lots of fun"
"5422",27,"fit",NA,"socially","never","graduated from college/university","asian",72.13,NA,NA,2012-06-29 01:13:00,"emeryville, california",NA,"straight",NA,"agnosticism but not too serious about it","m",NA,"no","english (poorly), chinese (poorly)","single","i love exploring new hobbies or interests. i loved poker when texas hold'em was making a breakout in college. it just never really worked ou"
"32068",31,"skinny",NA,"socially","never","graduated from college/university","pacific islander",65.01,80000,"computer / hardware / software",2012-06-23 22:49:00,"emeryville, california",NA,"straight","has dogs and likes cats","catholicism but not too serious about it","m","cancer but it doesn't matter","trying to quit","english","single","love to tell jokes. both good ones and bad. why do seagulls fly over the sea instead of the bay? because if they flew over the bay, then the"
"24044",35,"average",NA,"socially",NA,"graduated from college/university","white",68.15,NA,"artistic / musical / writer",2012-06-29 10:33:00,"san francisco, california","doesn't have kids","straight",NA,"agnosticism","m","cancer but it doesn't matter",NA,"english (okay), spanish (fluently)","single","i really don't like talking about me but i'll try. i come from spain and i'm in sf to improving my english. i'm easygoing and open-mind pers"
"5031",33,"a little extra","strictly anything","rarely",NA,"graduated from law school","black, other",71.01,100000,"computer / hardware / software",2012-06-14 07:41:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and very serious about it","m","aries but it doesn't matter","when drinking","english (fluently), spanish (poorly)","single","i like to think that i am a human. i spend my days doing the things that make my little human life worth living. this primarily consists of "
"59750",24,"average","anything","socially","never","graduated from masters program","asian",68.91,NA,"science / tech / engineering",2012-04-22 22:37:00,"stanford, california",NA,"straight",NA,NA,"m",NA,"no","english","single",NA
"43439",26,"a little extra","mostly anything","socially","never","graduated from two-year college","asian, hispanic / latin, white",69.98,20000,"hospitality / travel",2012-06-29 11:50:00,"san leandro, california",NA,"straight","likes dogs and likes cats","christianity and laughing about it","m","aries but it doesn't matter","no","english (fluently), spanish (poorly)","seeing someone","update: the following was written back while i was still single, so there may be things that are no longer relevant. i will update my profil"
"27564",27,"overweight","mostly anything",NA,NA,"graduated from college/university","black",72.12,NA,"computer / hardware / software",2012-01-10 15:05:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,NA,"english, c++ (okay), spanish (okay)","single","you are now breathing manually."
"22286",24,"thin",NA,"socially","never","working on college/university","white",74.04,NA,NA,2012-06-29 20:29:00,"san francisco, california",NA,"gay","likes dogs and likes cats","agnosticism but not too serious about it","m",NA,"no","english","single","if i didn't learn something or make a mistake today, it means i wasn't exploring enough or taking enough chances. from cooking to roller bla"
"8959",22,"fit","mostly anything","not at all","never","working on college/university","white",68.11,20000,"sales / marketing / biz dev",2012-06-29 19:16:00,"san mateo, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","agnosticism and laughing about it","m","cancer and it's fun to think about","when drinking","english (fluently)","single","hey im aaron. im new to this site and trying it out. i was born and raised in the bay area but went to college up in chico. it was a good ti"
"695",32,"average",NA,"socially","never",NA,"asian",67.9,NA,"hospitality / travel",2012-06-29 22:59:00,"daly city, california","has a kid","straight","likes dogs","buddhism","m","pisces but it doesn't matter","no","english","single","just on here to see if i can find that special someone, i'm a single parent. living one day at a time , i like to be stress free. take alot "
"11600",27,"fit","mostly anything","socially",NA,"working on college/university","black",74.09,NA,NA,2012-06-28 18:05:00,"san francisco, california",NA,"gay","likes dogs",NA,"m","libra and it's fun to think about",NA,"english (fluently), spanish (okay)","single","i'm a california native that has been in sf for almost 7 years. i love going to concerts, movies, and galleries. deyoung is my favorite muse"
"26557",26,"average",NA,"socially","never","high school","other",70.88,NA,"other",2012-06-25 22:49:00,"half moon bay, california",NA,"straight",NA,NA,"m","leo","no","english","single","simple really"
"46355",39,"athletic","mostly vegetarian","socially","sometimes","graduated from college/university","white",73.84,60000,"artistic / musical / writer",2012-06-29 20:48:00,"san francisco, california",NA,"straight",NA,"other and laughing about it","m","pisces and it's fun to think about","when drinking","english","single","i would like to meet someone that enjoys mountain biking as much as i do."
"38528",26,"average","mostly anything","rarely","never","graduated from college/university","white",70.15,60000,"banking / financial / real estate",2012-06-30 23:11:00,"san leandro, california","doesn't have kids","straight","likes dogs and likes cats","atheism","m","aries but it doesn't matter","no","english","seeing someone","i am sometimes at odds with myself. within me is a gnawing desire to change the world; an idealist caged and routinely beaten by my pragmati"
"31898",26,"athletic","mostly anything","socially","never","graduated from college/university","middle eastern",66.96,NA,"entertainment / media",2012-03-15 01:59:00,"san francisco, california",NA,"straight",NA,NA,"m","libra but it doesn't matter","sometimes","english, arabic, urdu, hindi","single","lakers fans stuck in the bay, a bit of socal mix up in here"
"51500",31,"thin","mostly anything","socially",NA,"graduated from college/university","white",69.19,NA,"banking / financial / real estate",2012-06-29 23:46:00,"san francisco, california","doesn't have kids","straight","likes dogs","atheism","m","cancer","no","english (fluently)","single","grew up in the midwest, moved to chicago after college and just recently escaped to the coast. loving san francisco. i've set out exploring "
"38320",27,"fit","anything","not at all","sometimes","working on ph.d program","white",72.85,NA,"student",2012-06-30 21:47:00,"stanford, california",NA,"straight","likes dogs and likes cats","agnosticism","m","leo but it doesn't matter","no","english, latin (poorly), c++ (okay)","single","i am constantly trying to evolve as a person and in my interests (my life has taken multiple sharp turns over the past few years).    i like"
"11490",31,"thin","strictly anything","socially","never","working on college/university","white",73.06,80000,"computer / hardware / software",2012-06-29 17:00:00,"san mateo, california","doesn't have kids","straight","likes dogs and likes cats","other and laughing about it","m","sagittarius but it doesn't matter","no","english (fluently), japanese (poorly), spanish (poorly)","single","i'm a native californian; my tribe is small, but we do exist. i've been described as pragmatic, analytical, and a jackass. i don't tend to t"
"47777",44,"jacked","anything","socially","never","graduated from ph.d program","hispanic / latin, white",67.83,100000,"science / tech / engineering",2012-07-01 01:08:00,"san francisco, california","has a kid","straight","likes dogs and likes cats","atheism but not too serious about it","m","aries but it doesn't matter","no","english (fluently), spanish (poorly)","single","intelligent, honest , high integrity, principled, responsible, reliable, friendly, helpful, funny, attractive, successful, passionate blah, "
"39486",27,"fit","mostly anything","socially",NA,"graduated from college/university",NA,69.12,NA,NA,2012-06-30 13:19:00,"san francisco, california",NA,"straight",NA,NA,"m","capricorn and it's fun to think about","no","english, spanish (okay), french (okay)","single","about me... well... i was born and raised in the san francisco bay area. then, i moved to la for university. after that, i decided it would "
"57073",37,"athletic",NA,"often","never",NA,"white",73.85,NA,"computer / hardware / software",2012-06-30 23:10:00,"san francisco, california",NA,"straight","likes dogs",NA,"m","cancer and it's fun to think about",NA,"english","single","i am a man who really believes in a balanced life. i enjoy my professional life, but i do not let that define me. i take pleasure in spendin"
"2343",43,"athletic","mostly other","socially","never","graduated from college/university","hispanic / latin",68,NA,"medicine / health",2012-06-10 05:38:00,"san francisco, california","has kids, and might want more","straight","has dogs and likes cats","catholicism and somewhat serious about it","m","gemini and it's fun to think about","no","english (fluently), spanish (poorly)","single","hi i am a curious soul that like to take chances and change is not very comfortable for me, but i have no problem adapting. people are what "
"24521",30,"fit","anything","socially","sometimes","graduated from college/university","white",67.91,NA,"other",2012-06-05 01:08:00,"san francisco, california","doesn't have kids","bisexual","likes dogs","other and laughing about it","m","leo but it doesn't matter","when drinking","english (fluently), spanish (okay)","single","composting for creative expression  beauty, inspiration, time for reflection  growing, sprouting, fermenting, cooking life affirming food  d"
"31796",45,"average",NA,"socially",NA,"graduated from masters program","white",73.03,NA,"science / tech / engineering",2012-06-29 20:52:00,"el cerrito, california",NA,"straight","likes dogs and likes cats",NA,"m","libra","no","english (fluently), french (poorly)","single","i love to be outside, explore new places and see new things. the natural world fascinates me. i feel that in general i am a good person with"
"19899",41,"a little extra",NA,"socially","never","graduated from college/university","white",74.08,NA,"science / tech / engineering",2012-06-28 22:30:00,"castro valley, california","has kids","straight","has dogs and has cats",NA,"m",NA,"no","english","single","i'm looking to meet a special lady to fill out my otherwise full and wonderful life.    in many ways, i have a great life. i own my home, ha"
"27344",50,"fit","mostly other","socially","never","graduated from two-year college","white",67.07,NA,"medicine / health",2012-05-18 16:59:00,"south san francisco, california","has kids, but doesn't want more","straight",NA,"christianity","m","aquarius","no","english (okay)","single",NA
"44224",33,"fit",NA,"socially","never","graduated from college/university","white",72.07,NA,"banking / financial / real estate",2012-06-18 22:53:00,"san francisco, california","doesn't want kids","gay","likes dogs and likes cats","christianity and somewhat serious about it","m","cancer and it's fun to think about","no","english (fluently)","single","i've been a million places and done a million things... always growing, learning, and trying to stretch myself. i surround myself with lots "
"39350",33,NA,"mostly anything",NA,NA,"graduated from two-year college","hispanic / latin, white",68.92,NA,"artistic / musical / writer",2012-06-22 13:23:00,"san leandro, california",NA,"straight",NA,NA,"m","virgo",NA,"english","single","robtaf on instagram. follow me and check out some of my work. thanks!"
"48239",21,"athletic","strictly other","socially","sometimes","working on college/university",NA,74.83,20000,"artistic / musical / writer",2012-06-14 22:39:00,"oakland, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","judaism","m","virgo and it's fun to think about","no","english","single","drummer, nerd, jock, and hippy smashing togeather to create one smackdiddly schrumptious dude."
"41943",34,"fit",NA,"not at all","never","graduated from college/university","other",59.87,40000,NA,2011-11-10 16:04:00,"daly city, california","has a kid","straight","likes dogs and likes cats","catholicism but not too serious about it","m","taurus and it's fun to think about","no","english","single","me, myself and, i"
"5848",50,"a little extra","mostly anything","not at all","never","dropped out of space camp","hispanic / latin",75.15,NA,"education / academia",2012-06-29 22:56:00,"oakland, california","has kids","straight","likes dogs and likes cats","agnosticism and laughing about it","m","pisces","no","english (fluently), spanish (poorly)","single","just looking for someone to hang out with, go see music gigs, and cook at home or go out to eat."
"53716",33,"athletic",NA,"socially","never","graduated from masters program","white",73.14,NA,"education / academia",2012-05-19 17:00:00,"san francisco, california",NA,"straight","likes dogs","other","m","scorpio and it's fun to think about","no","english","single","i am an active, easy going, open-minded and fun loving guy who lives life to its fullest. originally from the boston area i have lived in sf"
"36985",28,"fit","mostly anything","socially","never","graduated from masters program","indian",67.98,NA,"computer / hardware / software",2012-06-21 19:07:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats","hinduism but not too serious about it","m","libra","no","english (fluently), hindi (fluently)","single","desi. designer. dilettante. somewhere between intj & intp. aside from those, essentially normal.    never learnt enough, never read enough a"
"1367",21,"athletic","strictly halal","often","sometimes","working on space camp","white",71.98,1000000,NA,2012-06-28 13:08:00,"san francisco, california",NA,"straight",NA,"atheism","m","libra","no","english, spanish","single","i'm a filmmaker and illustrator, i make lots of art and love to do many things."
"7486",31,"athletic",NA,"socially",NA,"graduated from college/university","white",70.01,60000,"other",2012-05-17 17:05:00,"el cerrito, california",NA,"straight",NA,"agnosticism and laughing about it","m","aquarius but it doesn't matter","sometimes","english","single","i've had a crazy life so far, you wouldn't believe it if i told you. traveled all around the world, and found that sfbay is the place to be."
"40036",38,"fit",NA,"rarely","never","graduated from two-year college","white",72.06,70000,"other",2012-04-22 13:46:00,"alameda, california","has a kid","straight","has dogs and likes cats","other","m","capricorn","no","english","single",NA
"8158",32,NA,NA,NA,NA,"college/university","other",69.02,30000,"artistic / musical / writer",2012-06-19 01:37:00,"oakland, california",NA,"straight","likes dogs and likes cats","judaism and laughing about it","m","aries and it matters a lot",NA,"english","single","cook/tree trimmer/music listener/music maker/reader/movie watcher/gardener/eater/singer/dancer/talker/runner/sleeper."
"20023",25,"athletic",NA,"often","never","graduated from high school","white",66.83,20000,"student",2012-02-17 01:40:00,"rodeo, california",NA,"straight","dislikes dogs and has cats","christianity and somewhat serious about it","m","pisces but it doesn't matter","yes","english (fluently), spanish (poorly)","single","i'm me. what else do you want from me?"
"1336",30,"athletic","mostly anything","socially","never","graduated from college/university",NA,70.91,NA,"computer / hardware / software",2012-06-29 10:30:00,"san francisco, california",NA,"straight",NA,NA,"m","gemini but it doesn't matter","no","english (fluently)","single","hello,    my favorite musician at the moment is paul kalkbrenner. my hobbies include learning new water sports (amateur swimmer) and passion"
"12955",30,"athletic",NA,"socially","never","graduated from college/university","black",72.06,100000,"sales / marketing / biz dev",2012-06-24 09:22:00,"san francisco, california",NA,"straight","has dogs",NA,"m","scorpio and it's fun to think about","no","english","single","ok... i am not very good at explaining myself but i will try. overall i am very intelligent, affectionate, caring, funny, and a trustworthy "
"38886",35,"fit","anything","socially",NA,"graduated from college/university","white",71.02,NA,"executive / management",2012-06-28 12:27:00,"san francisco, california","has kids, and might want more","straight",NA,NA,"m","scorpio",NA,"english","single",NA
"5740",25,"average","mostly anything","socially","never","graduated from college/university","white",68.12,NA,"clerical / administrative",2012-06-28 23:22:00,"alameda, california","doesn't have kids","straight","likes dogs and likes cats",NA,"m","aquarius but it doesn't matter","no","english, spanish (okay)","single","i like spending time with people who make me laugh. having goals is always a plus, but you don't have to have life figured out to a t. life "
"56568",27,"athletic",NA,"socially",NA,"graduated from law school","other",67.87,NA,NA,2012-06-30 21:12:00,"berkeley, california",NA,"straight",NA,NA,"m","virgo",NA,"english","single","i'm finally here. being an open minded person that immensely values diversity, intelligence, progression, and culture, i've naturally always"
"59793",25,"average","anything","socially",NA,"graduated from college/university","white",70.12,NA,"sales / marketing / biz dev",2011-12-02 08:51:00,"san francisco, california",NA,"straight","has dogs and likes cats","atheism and laughing about it","m","sagittarius and it's fun to think about","yes","english (fluently), japanese (okay)","single","to be continued"
"3390",39,"average","mostly anything","socially","never","graduated from masters program","white",73.01,NA,"sales / marketing / biz dev",2012-06-29 20:06:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and likes cats",NA,"m","leo and it's fun to think about","no","english (fluently), french (poorly), german (okay)","single","hi there!    i'm a recent willing transplant to san francisco for a really cool job in social media marketing. i'm here to expand my horizon"
"24567",25,"fit","mostly anything","socially","never","graduated from masters program","white",74.2,80000,"banking / financial / real estate",2012-06-29 00:02:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats",NA,"m",NA,"no","english (fluently), russian (poorly)","single",NA
"20585",31,"fit","mostly anything","rarely","never","graduated from masters program",NA,71.95,NA,"science / tech / engineering",2012-06-30 11:06:00,"oakland, california","doesn't have kids","straight",NA,NA,"m","libra","no","english (fluently), spanish (okay)","single","professionally i am a designer and work with computer drafting programs. i like my job and strive to succeed there.    in my other life i am"
"13",24,NA,NA,"often",NA,NA,"white",72.11,NA,"entertainment / media",2012-05-28 21:28:00,"san francisco, california","doesn't have kids","straight",NA,"other","m","taurus",NA,"english","single","bang my shit bang"
"2491",42,NA,NA,"socially","never","graduated from masters program",NA,72.07,NA,"education / academia",2012-06-22 10:45:00,"san francisco, california",NA,"gay",NA,NA,"m","virgo","yes","english","single","stopping for now... my eyes hurt  blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah    i am artistic, particular, and c"
"53274",46,NA,NA,"socially",NA,"graduated from ph.d program","white",72.16,80000,"science / tech / engineering",2012-04-11 19:14:00,"berkeley, california","has a kid","straight","has cats","other but not too serious about it","m","scorpio and it's fun to think about",NA,"english (fluently), spanish (poorly), french (poorly), c++ (poorly)","single","hi i am rob, an inventor in berkeley. for relaxation, i make multimedia art and love to cook vegetarian cuisine. also, i rock-climb and bicy"
"7426",38,"fit",NA,"socially","sometimes","graduated from ph.d program","white",69.08,NA,"medicine / health",2012-05-03 21:46:00,"albany, california",NA,"straight","likes dogs","atheism","m",NA,"no","english, hindi (poorly)","single","back in the bay area after nearly a decade away. i like to enjoy the moment, whether i'm watching movies, listening to music, kicking ass at"
